moody_lighting,图片属性>光照>氛围光照
headroom,图片属性(高级)>镜头效果>头上空间
hemispherical_photography,图片属性(高级)>镜头效果>半球面影像技术
high_grain_film,图片属性(高级)>镜头效果>高胶片颗粒效果
high_key_lighting,图片属性(高级)>镜头效果>亮色调照明
high_dynamic_range,图片属性(高级)>镜头效果>高动态范围
holography,图片属性(高级)>镜头效果>全息照相
infinity_cove,图片属性(高级)>镜头效果>没有角落的全白空间
infrared_photography,图片属性(高级)>镜头效果>红外照相
intentional_camera_movement,图片属性(高级)>镜头效果>有意的摄像机运动
kaleidoscope_photography,图片属性(高级)>镜头效果>万花筒摄影
kinematoscope,图片属性(高级)>镜头效果>立体电影放映机
kinetic_photography,图片属性(高级)>镜头效果>动感摄影
kirlian,图片属性(高级)>镜头效果>Kirlian相机
lens_flares,图片属性(高级)>镜头效果>镜头眩光
light_leaks,图片属性(高级)>镜头效果>漏光光效
light_painting,图片属性(高级)>镜头效果>光影涂鸦
light_trails,图片属性(高级)>镜头效果>光轨
lomography,图片属性(高级)>镜头效果>Lomography
long-exposure,图片属性(高级)>镜头效果>长曝光
low_key_lighting,图片属性(高级)>镜头效果>低调照明
low_key_photography,图片属性(高级)>镜头效果>低调摄影
lustre_prints,图片属性(高级)>镜头效果>光澤打印
macro,图片属性(高级)>镜头效果>巨大的
micrograph,图片属性(高级)>镜头效果>微距摄影
miniature_faking,图片属性(高级)>镜头效果>西洋鏡效果
monochromatic,图片属性(高级)>镜头效果>单色的
motion_blur,图片属性(高级)>镜头效果>运动模糊|动态模糊
multiple_exposure,图片属性(高级)>镜头效果>多重曝光
night_photography,图片属性(高级)>镜头效果>夜间摄影
opalotype,图片属性(高级)>镜头效果>Opalotype
orotone,图片属性(高级)>镜头效果>金色調
painted_photography_backdrops,图片属性(高级)>镜头效果>彩绘摄影背景幕布
perspective_control,图片属性(高级)>镜头效果>透视校正
perspective_distortion,图片属性(高级)>镜头效果>透视畸变
photo_manipulation,图片属性(高级)>镜头效果>图片处理
photochrom,图片属性(高级)>镜头效果>彩色照片
photographic_print_toning,图片属性(高级)>镜头效果>摄影印刷品调色
pinhole,图片属性(高级)>镜头效果>针孔镜头
polaroid_art,图片属性(高级)>镜头效果>宝丽来艺术
print_toning,图片属性(高级)>镜头效果>打印调色
redscale,图片属性(高级)>镜头效果>Redscale胶卷
rule_of_thirds,图片属性(高级)>镜头效果>三分法
saturated_colors,图片属性(高级)>镜头效果>网络	饱和色
selective_color,图片属性(高级)>镜头效果>选定颜色
sepia,图片属性(高级)>镜头效果>深褐色|棕褐色
shallow_focus,图片属性(高级)>镜头效果>浅景深
shoot_through_effects,图片属性(高级)>镜头效果>穿透效果
silhouette,图片属性(高级)>镜头效果>剪影
soft_focus,图片属性(高级)>镜头效果>模糊聚焦|柔焦
spirit_photography,图片属性(高级)>镜头效果>灵魂摄影
sprocket_hole_photography,图片属性(高级)>镜头效果>链轮小孔摄影
star_trail,图片属性(高级)>镜头效果>星轨
steel_wool_photography,图片属性(高级)>镜头效果>光绘摄影
tiltshift,图片属性(高级)>镜头效果>移轴镜头
tinted_photograph,图片属性(高级)>镜头效果>有色照片
ultraviolet_photography,图片属性(高级)>镜头效果>紫外线照相
vingette,图片属性(高级)>镜头效果>圖像框架
vintage_photography,图片属性(高级)>镜头效果>怀旧色彩的摄影图片
x-ray,图片属性(高级)>镜头效果>x光|透视人体内部|X_射线
zoom_blur,图片属性(高级)>镜头效果>缩放模糊
zoom_burst,图片属性(高级)>镜头效果>变焦爆裂
angel,生物>传说生物>天使
anubis,生物>传说生物>阿努比斯
nekomata,生物>传说生物>猫又
centaur,生物>传说生物>半人马座
cerberus,生物>传说生物>地狱犬
chimera,生物>传说生物>奇美拉|嵌合体
griffin,生物>传说生物>格里芬
hippogriff,生物>传说生物>鹰头马
pegasus,生物>传说生物>飞马座
sphinx,生物>传说生物>狮身人面像
cockatrice,生物>传说生物>鸡蛇
loch_ness_monster_,生物>传说生物>尼斯湖水怪
cupid,生物>传说生物>丘比特
cyclops,生物>传说生物>独眼巨人
demon,生物>传说生物>恶魔
satan,生物>传说生物>撒旦
incubus,生物>传说生物>梦魇
succubus,生物>传说生物>魅魔
dragon,生物>传说生物>龙
eastern_dragon,生物>传说生物>东方龙
western_dragon,生物>传说生物>西方龙|西龙
wyrm,生物>传说生物>蛟龙
wyvern,生物>传说生物>飞龙
dwarf,生物>传说生物>矮人
elf,生物>传说生物>精灵|妖精
dark_elf,生物>传说生物>黑暗精灵
gnome,生物>传说生物>侏儒
enma,生物>传说生物>阎魔
fairy,生物>传说生物>仙女|小精灵
ghost,生物>传说生物>鬼魂|幽灵
giantess,生物>传说生物>女巨人
goddess,生物>传说生物>女神
golem,生物>传说生物>魔像
kitsune,生物>传说生物>狐狸精|妖狐
kraken,生物>传说生物>海妖
longma,生物>传说生物>龙马
mandragora,生物>传说生物>曼陀罗
mermaid,生物>传说生物>美人鱼
merman,生物>传说生物>人鱼
minotaur,生物>传说生物>牛头怪
ogre,生物>传说生物>食人魔
qilin,生物>传说生物>麒麟
ifrit,生物>传说生物>伊夫利特
kyuubi,生物>传说生物>九尾|九尾|九尾狐
frankenstein's_monster,生物>传说生物>弗兰肯斯坦的怪物|科学怪人的怪物
ghoul,生物>传说生物>食尸鬼
lich,生物>传说生物>巫妖
mummy,生物>传说生物>木乃伊
vampire,生物>传说生物>吸血鬼
dracula,生物>传说生物>德古拉
zombie,生物>传说生物>僵尸
unicorn,生物>传说生物>独角兽
hasshaku-sama,生物>传说生物>八尺大人
warlock,生物>传说生物>术士
witch,生物>传说生物>巫婆|女巫/魔女
youkai,生物>传说生物>妖怪
text,图片杂件>含文字
signature,图片杂件>含签名
artist_signature,图片杂件>含签名
autograph,图片杂件>含签名
signed,图片杂件>含签名
watermark,图片杂件>含水印
watermarked,图片杂件>含水印
username,图片杂件>含用户名
caustic_lighting,背景>焦散
focus_blur,背景>背景虚化
scenary,背景>风景
scifi,背景>科幻
sci-fi,背景>科幻
futuristic,背景>科幻
sci_fi,背景>科幻
gradient_background,背景>渐变的背景|渐变背景
simple_background,背景>简单背景/无背景|简单的背景
transparent_background,背景>透明背景
transparent_gif,背景>透明背景
transparent_png,背景>透明背景
sea,背景>大海
magic_circle,背景>魔法阵
magical_circle,背景>魔法阵
magic_circles,背景>魔法阵
magical_circles,背景>魔法阵
valentine,背景>情人节
valentines,背景>情人节
valentine's_day,背景>情人节
valentines_day,背景>情人节
halloween,背景>万圣节
xmas,背景>圣诞节
woods,背景>森林/树
outdoors,背景>户外
outside,背景>户外
outdoor,背景>户外
roof,背景>屋顶
feather,背景>场景飘羽毛
coffee_shop,背景>咖啡厅
starbucks,背景>星巴克
class_room,背景>教室
beautiful_detailed_water,背景>漂亮的水
white_background,背景>白色背景
chromatic_aberration,镜头特效>色彩混合|色差
lens_flare,镜头特效>镜头光晕
lensflare,镜头特效>镜头光晕
sparkle,镜头特效>闪耀效果|闪光
sparkles,镜头特效>闪耀效果
sparkling,镜头特效>闪耀效果
jpeg_artifacts,镜头特效>JPEG 压缩失真|jpeg_工件
jpeg_artefacts,镜头特效>JPEG 压缩失真
jpg_artifacts,镜头特效>JPEG 压缩失真
blurry,镜头特效>模糊的
blurred,镜头特效>模糊的
glowing_light,镜头特效>荧光
god_rays,镜头特效>自上而下的光
ray_tracing,镜头特效>光线追踪
reflection_light,镜头特效>反射光
overexposure,镜头特效>过曝|过度曝光
first-person_view,视角>第一人称视角
male_pov,视角>主观视角
three_sided_view,视角>三视图
multiple_views,视角>多视图|多个视图
cut-in,视角>插入画面|切入
between_fingers,视角>(突出)指间
between_legs,视角>(强调)两腿之间
between_thighs,视角>(强调)大腿之间
blurry_foreground,视角>前景模糊|模糊的前景
breast_conscious,视角>对胸部在意|乳房意识
backlit,视角>逆光
closeup,视角>特写镜头
foreshortening,视角>正前缩距透视法
hatching_(texture),视角>线影法(纹理)|孵化(纹理)
wide_shot,视角>广角镜头
back,图片类型>背影像|返回
checkered,图片类型>格子的|方格的
checkerboard,图片类型>格子的
column_lineup,图片类型>小图拼接|列阵容
everyone,图片类型>所有人|大家
everybody,图片类型>所有人
group,图片类型>所有人
high_res,图片类型>高分辨率
hires,图片类型>高分辨率
high_resolution,图片类型>高分辨率
huge_filesize,图片类型>大文件体积
low_res,图片类型>低分辨率
original,图片类型>原创|原版
original_character,图片类型>原创
parody,图片类型>拙劣模仿
sample,图片类型>样图标记
masterpiece,图片类型>杰作
best_quality,图片类型>顶级质量
worst_quality,图片类型>糟糕质量
low_quality,图片类型>低质量
normal_quality,图片类型>一般质量
error,图片类型>有错误
extremely_detailed_cg_unity_8k_wallpaper,图片类型>极高分辨率 CG 壁纸
nsfw,图片类型>不宜工作时观看
band-aid,人物全身装饰>创可贴
bandaids,人物全身装饰>创可贴
band_aids,人物全身装饰>创可贴
cane,人物全身装饰>手杖
walking_stick,人物全身装饰>手杖
chains,人物全身装饰>锁链
cuffs,人物全身装饰>手枷|袖口
cuff,人物全身装饰>手枷
handcuffs,人物全身装饰>警用手铐
handcuff,人物全身装饰>警用手铐
shackles,人物全身装饰>宽手铐|镣铐
shackle,人物全身装饰>宽手铐
manacles,人物全身装饰>宽手铐
tattoo,人物全身装饰>纹身
tattoos,人物全身装饰>纹身
pareo,人物全身装饰>莎笼/沙滩浴巾
buttons,人物全身装饰>纽扣|按钮
hands_and_knees,人体姿势>四肢趴地
all-fours,人体姿势>四肢趴地
on_all_fours,人体姿势>四肢趴地
arched_back,人体姿势>弓身体|弓背
bent_over,人体姿势>翘臀姿势|弯腰
bent-over,人体姿势>翘臀姿势
bending_over,人体姿势>翘臀姿势
bend_over,人体姿势>翘臀姿势
crossed_legs_(sitting),人体姿势>二郎腿
crossed_legs_(standing),人体姿势>二郎腿
crossed_legs_(lying),人体姿势>二郎腿
battle_stance,人体姿势>战斗姿态
leg_hug,人体姿势>抱腿
knee_hug,人体姿势>抱腿
hugging_legs,人体姿势>抱腿
hugging_knees,人体姿势>抱腿
agura,人体姿势>盘腿
on_knees,人体姿势>下跪
leg_lift,人体姿势>抬一只脚|抬腿
raised_leg,人体姿势>抬一只脚
leg_raise,人体姿势>抬一只脚
leg_raised,人体姿势>抬一只脚
legs_up,人体姿势>抬两只脚|双腿向上
lying_down,人体姿势>躺着
laying_down,人体姿势>躺着
laying,人体姿势>躺着
lying_on_stomach,人体姿势>趴着
prone,人体姿势>趴着
on_belly,人体姿势>趴着
on_front,人体姿势>趴着
princess_carry,人体姿势>公主抱|公主携带
bridal_carry,人体姿势>公主抱
seiza,人体姿势>正坐|癫痫发作
sitting_on_knees,人体姿势>正坐
sit,人体姿势>坐着
sitting_down,人体姿势>坐着
spread_legs,人体姿势>张腿|张开双腿
open_legs,人体姿势>张腿
spread_leg,人体姿势>张腿
squat,人体姿势>蹲下
crouched,人体姿势>蹲下
crouch,人体姿势>蹲下
crouching,人体姿势>蹲下
ass-up_head-down,人体姿势>趴着翘臀
face_down_ass_up,人体姿势>趴着翘臀
upsidedown,人体姿势>颠倒的
w_sitting,人体姿势>割坐
w-sitting,人体姿势>割坐
w-legs,人体姿势>割坐
w_legs,人体姿势>割坐
zombie_pose,人体姿势>僵尸姿势
humpbacked,人体姿势>驼背
head_back,人体姿势>弓背高潮|回头
bowing,人体姿势>鞠躬
leaning,人体姿势>倚靠/身体倾斜
leaning_back,人体姿势>身体往后靠|向后靠
leaning_to_the_side,人体姿势>向一侧倾斜身体|靠在一边
lying_on_back,人体姿势>仰躺
supine,人体姿势>仰躺
lying_on_side,人体姿势>侧卧
recline,人体姿势>斜倒斜躺姿势
sitting_in_lap,人体姿势>坐在大腿上
straddle,人体姿势>跨坐
stretch,人体姿势>伸懒腰|拉伸
the_pose,人体姿势>趴在地上并翘起脚
chin_rest,人体姿势>枕着头/托着头
head_tilt,人体姿势>歪着头|头部倾斜
chest,人物胸部>胸肌
breasts,人物胸部>胸部|乳房
boobs,人物胸部>胸部
tits,人物胸部>胸部
breast,人物胸部>胸部
flat_chest,人物胸部>贫乳 (A)|平胸
pettanko,人物胸部>贫乳 (A)
flat_chested,人物胸部>贫乳 (A)
small_breasts,人物胸部>小胸部 (B)|小乳房
medium_breasts,人物胸部>中等胸部 (C)|中等乳房
large_breasts,人物胸部>大胸 (D)|大乳房
large_boobs,人物胸部>大胸 (D)
large_tits,人物胸部>大胸 (D)
large_breast,人物胸部>大胸 (D)
big_breasts,人物胸部>大胸 (D)
huge_breasts,人物胸部>巨乳 (E)|巨大的乳房
huge_tits,人物胸部>巨乳 (E)
huge_boobs,人物胸部>巨乳 (E)
gigantic_breasts,人物胸部>魔乳 (F)|巨大的乳房
gigantic_breast,人物胸部>魔乳 (F)
bra,人物胸部>胸罩|文胸
chemise,人物胸部>吊带胸衣|衬裙
bandage_bra,人物胸部>缠胸布
bandagebra,人物胸部>缠胸布
cleavage,人物胸部>乳沟
no_bra,人物胸部>无胸罩|没有胸罩
brooch,人物胸部>胸针
broach,人物胸部>胸针
chest_jewel,人物胸部>胸前有宝石|胸前宝石
chest_gem,人物胸部>胸前有宝石
chocolate_on_breasts,人物胸部>胸上的巧克力|乳房上的巧克力
strap_between_breasts,人物胸部>乳房之间的带子|胸间带
strap_cleavage,人物胸部>乳房之间的带子
paisura,人物胸部>乳房之间的带子
headphones_on_breasts,人物胸部>耳机压胸
underboob,人物胸部>南半球
under_boob,人物胸部>南半球
underbreast,人物胸部>南半球
bandaids_on_nipples,人物胸部>乳头贴着创可贴|乳头上的创可贴
bandaid_on_nipples,人物胸部>乳头贴着创可贴
bandaids_on_nipple,人物胸部>乳头贴着创可贴
bandaid_on_nipple,人物胸部>乳头贴着创可贴
beltbra,人物胸部>皮带束胸|腰带文胸
belt_bra,人物胸部>皮带束胸
lace-trimmed_bra,人物胸部>蕾丝边胸罩|蕾丝边饰文胸
open_bra,人物胸部>(前面)解开的胸罩|开胸罩
untied_bra,人物胸部>(前面)解开的胸罩|解开胸罩
unhooked_bra,人物胸部>(前面)解开的胸罩
unfastened_bra,人物胸部>(前面)解开的胸罩
sports_bra,人物胸部>运动内衣|运动文胸
bow_bra,人物胸部>带蝴蝶结的胸罩|蝴蝶结文胸
star_pasties,人物胸部>星形乳贴|明星馅饼
training_bra,人物胸部>运动内衣|训练文胸
bra_lift,人物胸部>掀上去的胸罩|文胸提升机
bra_peek,人物胸部>微微露出胸罩|胸罩偷看
bra_pull,人物胸部>拉下的胸罩|文胸拉
bra_down,人物胸部>拉下的胸罩
bra_removed,人物胸部>摘下的胸罩|胸罩已移除
bra_off,人物胸部>摘下的胸罩
bra_strap,人物胸部>内衣肩带|文胸带
breast_padding,人物胸部>胸垫
bra_padding,人物胸部>胸垫
breast_pads,人物胸部>胸垫
fake_breasts,人物胸部>胸垫
bra_stuffing,人物胸部>胸垫
breast_pad,人物胸部>胸垫
breast_stuffing,人物胸部>胸垫
breastplate,人物胸部>胸甲
chestplate,人物胸部>胸甲
breast_plate,人物胸部>胸甲
chest_plate,人物胸部>胸甲
budget_sarashi,人物胸部>绷带裹胸|预算_sarashi
cupless_bra,人物胸部>高露出度胸罩|无罩杯文胸
breastless_bra,人物胸部>高露出度胸罩
nippleless_bra,人物胸部>高露出度胸罩
heart_pasties,人物胸部>心形乳贴|心馅饼
lace_bra,人物胸部>蕾丝胸罩|蕾丝文胸
pasties,人物胸部>乳贴|馅饼
strap_gap,人物胸部>泛指覆盖面少的吊带胸罩|带隙
strapless_bra,人物胸部>无肩带胸罩|无肩带文胸
tubetop,人物胸部>直筒式抹胸
nipples,人物胸部>乳头
nipple,人物胸部>乳头
puffy_nipples,人物胸部>大乳头|浮肿的乳头
puffy_nipple,人物胸部>大乳头
small_nipples,人物胸部>小乳头
areola_slip,人物胸部>乳晕微露|乳晕滑
areolae_slip,人物胸部>乳晕微露
arm_under_breasts,人物胸部>托胸|乳房下的手臂
arms_under_breasts,人物胸部>双手托胸|乳房下的手臂
asymmetrical_docking,人物胸部>胸部互碰/胸顶着胸|不对称对接
symmetrical_docking,人物胸部>胸部贴着胸部|对称对接
breast_to_breast,人物胸部>胸部贴着胸部
bouncing_breasts,人物胸部>乳摇|弹跳的乳房
breast_bondage,人物胸部>乳房绑缚
breasts_grab,人物胸部>揉胸
grabbing_breasts,人物胸部>揉胸
boob_grab,人物胸部>揉胸
holding_breasts,人物胸部>抱着胸部
breast_lift,人物胸部>托着胸部|隆胸
breast_poke,人物胸部>戳胸|乳房戳
breast_press,人物胸部>挤压胸部|乳房压力机
breast_rest,人物胸部>搁着胸部|乳房休息
head_between_breasts,人物胸部>头埋在胸里/洗面奶|两乳之间的头
head_in_breasts,人物胸部>头埋在胸里/洗面奶
breast_squeeze,人物胸部>从两侧挤胸|挤奶
breasts_squeeze,人物胸部>从两侧挤胸
breasts_on_glass,人物胸部>胸压玻璃|玻璃上的乳房
breasts_against_glass,人物胸部>胸压玻璃
breasts_on_head,人物胸部>压在头上的乳房
headboob,人物胸部>压在头上的乳房
bubble_tea_challenge,人物胸部>不用手喝珍珠奶茶挑战|泡泡茶挑战
tapioca_challenge,人物胸部>不用手喝珍珠奶茶挑战
